video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
3IBPqpoJVMB,24.24.06,Official Music Highlights,Channel_4607,13,2024-06-24T10:00:00.000Z,music|2024|review,189640,10995,1243,714,https://i.ytimg.com/vi/rR3SWRp2Tao/default.jpg,False,True,False,Auto-generated sample description for Music video.
qn26KE2502m,24.07.04,Top 10 Film & Animation Moments This Week,Channel_551,14,2024-04-04T04:00:00.000Z,live|official|music,5028,130,6,56,https://i.ytimg.com/vi/0LDxbVqYIFU/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
MGlL_26PLPz,24.12.10,Official Music Highlights,Channel_4652,13,2024-10-12T05:00:00.000Z,2024|trending|review,189275,10648,435,2429,https://i.ytimg.com/vi/rjv3LDbh1Br/default.jpg,False,False,False,Auto-generated sample description for Music video.
kz09VwlxKlb,24.20.07,Official Comedy Highlights,Channel_136,18,2024-07-18T12:00:00.000Z,music|live|review,3516,139,6,14,https://i.ytimg.com/vi/qYTEg-d8Bn1/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
6FQz6jqbdsa,24.31.10,Film & Animation Compilation 2024,Channel_3909,14,2024-10-28T16:00:00.000Z,trending|live|official,835,10,6,6,https://i.ytimg.com/vi/CU2RdpdzZax/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
AfhHfcyqwa1,24.26.05,Top 10 Music Moments This Week,Channel_1594,13,2024-05-24T19:00:00.000Z,vlog|2024|live,55016,3105,418,168,https://i.ytimg.com/vi/JcZe-WYL4RL/default.jpg,False,False,False,Auto-generated sample description for Music video.
karsIvRCu7O,24.03.08,Education Compilation 2024,Channel_2364,4,2024-08-01T06:00:00.000Z,review|trending|vlog,10860,839,107,113,https://i.ytimg.com/vi/mb5mIXohKis/default.jpg,False,False,False,Auto-generated sample description for Education video.
JBqRpLvs5J7,24.03.06,Reacting to People & Blogs Trends,Channel_2238,17,2024-06-02T22:00:00.000Z,official|live|2024,6721,186,22,120,https://i.ytimg.com/vi/nJ5U3wqC0dP/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
YTeo1BjeTTY,24.20.01,Why This Music Video Went Viral,Channel_3809,13,2024-01-19T17:00:00.000Z,music|trending|official,47993,3683,132,673,https://i.ytimg.com/vi/4ANMfNcjf6i/default.jpg,False,False,False,Auto-generated sample description for Music video.
bY3HK65QiJb,24.14.10,Why This Comedy Video Went Viral,Channel_2682,10,2024-10-13T22:00:00.000Z,trending|review|live,10957,850,10,84,https://i.ytimg.com/vi/i6w1DSvfoiS/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
NVMyIv7YHjW,24.05.08,Official Sports Highlights,Channel_2854,7,2024-08-02T16:00:00.000Z,trending|music|review,1788,130,13,14,https://i.ytimg.com/vi/EBs5nipZ9TD/default.jpg,False,False,False,Auto-generated sample description for Sports video.
T9wlO41DREl,24.14.08,Top 10 Music Moments This Week,Channel_941,13,2024-08-14T07:00:00.000Z,2024|music|live,20512,1005,172,200,https://i.ytimg.com/vi/TQ7shl-MgTQ/default.jpg,False,False,False,Auto-generated sample description for Music video.
KRUb99DnAAY,24.07.02,Why This Sports Video Went Viral,Channel_2184,3,2024-02-03T07:00:00.000Z,music|vlog|trending,2959,113,19,45,https://i.ytimg.com/vi/rVd6hsW-e_c/default.jpg,False,False,False,Auto-generated sample description for Sports video.
xHu0j2nSP_q,24.27.09,Behind the Scenes: Travel & Events,Channel_1001,16,2024-09-23T06:00:00.000Z,music|2024|trending,9126,691,67,176,https://i.ytimg.com/vi/vLe76yfvJYL/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
oAun705zLqd,24.31.10,Sports Compilation 2024,Channel_4311,7,2024-10-30T19:00:00.000Z,official|review|trending,2762,136,11,44,https://i.ytimg.com/vi/oqu6yJgh3vX/default.jpg,False,False,False,Auto-generated sample description for Sports video.
gRrfLplBFZv,24.05.09,Why This Music Video Went Viral,Channel_1804,13,2024-09-03T02:00:00.000Z,vlog|official|music,66480,1258,253,170,https://i.ytimg.com/vi/je8GfBNczzj/default.jpg,False,False,False,
cv35vVPHIsU,24.29.07,Top 10 Science & Technology Moments This Week,Channel_2820,8,2024-07-28T21:00:00.000Z,music|live|vlog,21126,881,187,109,https://i.ytimg.com/vi/50JxITyMnyH/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
l4pJsED8Tu3,25.14.01,Why This Music Video Went Viral,Channel_3843,13,2025-01-11T05:00:00.000Z,music|trending|review,506798,38161,2657,8794,https://i.ytimg.com/vi/6__e184VClj/default.jpg,True,False,False,Auto-generated sample description for Music video.
vLeta_EfX1h,24.21.05,Official People & Blogs Highlights,Channel_199,17,2024-05-18T13:00:00.000Z,live|review|music,18709,1479,113,298,https://i.ytimg.com/vi/j7AKWeIGPeR/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
Ul2c-Y1G0Xj,24.31.08,Why This Sports Video Went Viral,Channel_1954,7,2024-08-29T00:00:00.000Z,review|trending|live,55988,1546,69,1093,https://i.ytimg.com/vi/try5Ej76ZLA/default.jpg,False,False,False,Auto-generated sample description for Sports video.
ELYFJ02lDSb,24.05.07,Top 10 Travel & Events Moments This Week,Channel_4084,2,2024-07-02T09:00:00.000Z,trending|2024|official,6258,493,22,98,https://i.ytimg.com/vi/CEk7cB1jX-k/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
7nO8iHCoxPp,24.02.06,Top 10 Sports Moments This Week,Channel_1108,3,2024-05-31T22:00:00.000Z,vlog|trending|live,10720,427,30,35,https://i.ytimg.com/vi/Djjfs2UJ8fs/default.jpg,False,False,False,Auto-generated sample description for Sports video.
sCL71DbGkqB,25.17.01,Top 10 Sports Moments This Week,Channel_2810,3,2025-01-15T07:00:00.000Z,2024|music|trending,41189,1233,359,522,https://i.ytimg.com/vi/xBwrYER7L40/default.jpg,False,False,False,Auto-generated sample description for Sports video.
gLWwv873KlD,24.23.03,Top 10 News & Politics Moments This Week,Channel_3298,12,2024-03-20T16:00:00.000Z,music|live|official,18891,368,114,305,https://i.ytimg.com/vi/Ut10jpgSPFd/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
12Xe3MWFdEV,24.02.11,Why This Sports Video Went Viral,Channel_623,3,2024-11-01T20:00:00.000Z,music|live|2024,8718,555,53,165,https://i.ytimg.com/vi/p3vhpxvPAeV/default.jpg,False,False,False,Auto-generated sample description for Sports video.
ajcbyiXSLQY,24.12.12,Official Comedy Highlights,Channel_2375,10,2024-12-10T09:00:00.000Z,music|live|trending,5465,434,11,57,https://i.ytimg.com/vi/VpUodMeEMXC/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
LwIF2JEaasz,24.06.06,Music Compilation 2024,Channel_636,13,2024-06-06T03:00:00.000Z,2024|review|official,1398,94,3,11,https://i.ytimg.com/vi/Ps8LnE1ScB7/default.jpg,False,False,False,Auto-generated sample description for Music video.
uhIcL4g3bU9,25.02.02,Top 10 Comedy Moments This Week,Channel_2051,18,2025-02-01T01:00:00.000Z,review|trending|2024,305349,21264,2914,5846,https://i.ytimg.com/vi/TKiCydVc6h7/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
gJur9i1Lb_U,24.29.07,Official Sports Highlights,Channel_3374,7,2024-07-29T12:00:00.000Z,music|review|official,38589,2217,375,46,https://i.ytimg.com/vi/o7u21Y3twmJ/default.jpg,False,False,False,Auto-generated sample description for Sports video.
O93Hn-fikEJ,24.11.04,Reacting to Comedy Trends,Channel_613,18,2024-04-08T08:00:00.000Z,trending|live|2024,220921,8313,992,4254,https://i.ytimg.com/vi/XvnX43JPpkc/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
mLCg4Y6QHia,24.07.03,Top 10 Film & Animation Moments This Week,Channel_2219,21,2024-03-06T19:00:00.000Z,live|trending|music,518,27,2,3,https://i.ytimg.com/vi/vo1TZu5KxTX/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
ebRGn-4aKAa,24.27.01,Top 10 Music Moments This Week,Channel_1248,13,2024-01-24T14:00:00.000Z,official|vlog|live,721888,7727,6409,13696,https://i.ytimg.com/vi/DTAarGcnRrE/default.jpg,False,False,False,Auto-generated sample description for Music video.
qBFc-ROWDVe,24.10.08,Behind the Scenes: Film & Animation,Channel_4963,14,2024-08-08T07:00:00.000Z,live|official|review,17859,1278,31,339,https://i.ytimg.com/vi/BASqnipi_nV/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
xAB3DjkV-vK,24.08.06,Music Compilation 2024,Channel_1433,13,2024-06-04T10:00:00.000Z,review|official|live,121818,5101,241,2067,https://i.ytimg.com/vi/JbY-zSG8lut/default.jpg,False,False,False,Auto-generated sample description for Music video.
GNF8P5GL3s8,24.20.03,Top 10 Sports Moments This Week,Channel_70,3,2024-03-16T10:00:00.000Z,music|live|official,4980,324,3,90,https://i.ytimg.com/vi/Mqm3tKJpxl7/default.jpg,False,False,False,Auto-generated sample description for Sports video.
JMKbnZ7xrDw,24.08.06,Top 10 Film & Animation Moments This Week,Channel_4154,21,2024-06-04T18:00:00.000Z,music|review|2024,46393,896,277,446,https://i.ytimg.com/vi/q_OtHh4S5FR/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
1zJHVTcSNUt,24.06.04,Top 10 Pets & Animals Moments This Week,Channel_4451,19,2024-04-06T11:00:00.000Z,trending|review|official,45946,854,318,803,https://i.ytimg.com/vi/h5REpxzMqtX/default.jpg,False,False,False,Auto-generated sample description for Pets & Animals video.
PuidZrllX8I,24.16.01,Top 10 Comedy Moments This Week,Channel_541,10,2024-01-16T13:00:00.000Z,vlog|review|trending,10657,200,76,134,https://i.ytimg.com/vi/uePlPzmXmPK/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
3-f-vuFuz6K,24.09.05,Behind the Scenes: Gaming,Channel_140,5,2024-05-05T02:00:00.000Z,music|review|live,4569,333,21,71,https://i.ytimg.com/vi/J5jUQWFdkOi/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
o1upmMkvlzX,25.06.01,Official Sports Highlights,Channel_135,3,2025-01-06T22:00:00.000Z,official|review|trending,23124,797,165,278,https://i.ytimg.com/vi/7qmnb-xT7b2/default.jpg,False,False,False,Auto-generated sample description for Sports video.
OtL29YQJSEc,24.02.06,Music Compilation 2024,Channel_228,13,2024-05-29T20:00:00.000Z,2024|official|vlog,216905,11873,410,2401,https://i.ytimg.com/vi/ysQp3n2Hr1W/default.jpg,False,False,False,Auto-generated sample description for Music video.
QahDl_ZJY65,24.11.03,Top 10 Comedy Moments This Week,Channel_3784,18,2024-03-10T05:00:00.000Z,official|vlog|review,13850,231,137,47,https://i.ytimg.com/vi/eyuUCD2-QeS/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
yLuTCogNkfY,24.18.04,Reacting to Sports Trends,Channel_4732,3,2024-04-15T18:00:00.000Z,live|vlog|2024,10540,343,7,169,https://i.ytimg.com/vi/SI9-mvuykKT/default.jpg,False,False,False,Auto-generated sample description for Sports video.
WBAbgZToLN5,24.19.08,Official Music Highlights,Channel_4584,13,2024-08-18T03:00:00.000Z,2024|trending|official,1500317,117115,6261,5969,https://i.ytimg.com/vi/oe15I1wodeF/default.jpg,False,False,False,Auto-generated sample description for Music video.
iTV-R86ykiW,24.15.08,Official People & Blogs Highlights,Channel_2374,17,2024-08-14T01:00:00.000Z,music|trending|2024,25400,1840,125,249,https://i.ytimg.com/vi/VOw7rReW9eg/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
LGCN5NWDnaz,24.18.08,Reacting to Comedy Trends,Channel_2667,10,2024-08-14T07:00:00.000Z,music|2024|official,81196,2637,205,1065,https://i.ytimg.com/vi/WKYu25BBLRD/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
Z8bxpmEgpgU,24.05.10,Official Music Highlights,Channel_1609,13,2024-10-02T13:00:00.000Z,music|live|review,90841,4699,226,1193,https://i.ytimg.com/vi/4AxTRmNqEE3/default.jpg,False,False,False,Auto-generated sample description for Music video.
pe33fQe2pqv,24.23.08,Why This News & Politics Video Went Viral,Channel_2575,12,2024-08-23T20:00:00.000Z,vlog|trending|official,5640,188,50,17,https://i.ytimg.com/vi/JUp9wNVgFNE/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
SRn_u-Kf8g1,24.16.12,Behind the Scenes: Sports,Channel_3512,3,2024-12-13T03:00:00.000Z,official|music|vlog,19368,1391,141,277,https://i.ytimg.com/vi/gm9p9OL-zdY/default.jpg,False,False,False,Auto-generated sample description for Sports video.
h8xKfnmKwQ0,24.11.03,Official Music Highlights,Channel_544,13,2024-03-07T05:00:00.000Z,2024|live|music,10771,767,59,166,https://i.ytimg.com/vi/uyIb2spFrne/default.jpg,False,False,False,Auto-generated sample description for Music video.
Ks0Bc6J45MX,24.05.05,Why This Sports Video Went Viral,Channel_108,3,2024-05-01T07:00:00.000Z,2024|vlog|review,19104,896,141,72,https://i.ytimg.com/vi/xyKAWB3xVQC/default.jpg,False,False,False,Auto-generated sample description for Sports video.
ZASIVrFT8iW,24.29.09,Behind the Scenes: Music,Channel_1684,13,2024-09-25T12:00:00.000Z,review|2024|live,60926,2192,585,1022,https://i.ytimg.com/vi/se1k6ug5tgC/default.jpg,False,False,False,Auto-generated sample description for Music video.
GInAB8KpBdZ,24.09.11,Why This Science & Technology Video Went Viral,Channel_2574,8,2024-11-06T18:00:00.000Z,review|2024|official,3718,277,24,54,https://i.ytimg.com/vi/HAILl8AjT1m/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
irxcK0cKrJs,24.13.02,Top 10 People & Blogs Moments This Week,Channel_2113,17,2024-02-11T05:00:00.000Z,official|review|2024,26774,1691,112,117,https://i.ytimg.com/vi/7k4LHiv-Nyz/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
Wn-Ksq3HU8u,24.26.02,Behind the Scenes: Music,Channel_4836,13,2024-02-22T05:00:00.000Z,2024|review|music,1900,107,18,2,https://i.ytimg.com/vi/hTIdaHUWro2/default.jpg,False,False,False,Auto-generated sample description for Music video.
SqqUQpzozEq,24.15.10,Top 10 Comedy Moments This Week,Channel_3145,18,2024-10-14T16:00:00.000Z,music|official|live,10659,249,20,36,https://i.ytimg.com/vi/tNJyXzAO4g-/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
Pc6zz4ZlE9L,24.18.11,Film & Animation Compilation 2024,Channel_2869,14,2024-11-17T22:00:00.000Z,vlog|trending|official,22153,1195,216,332,https://i.ytimg.com/vi/MU2l0Kxd0IR/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
vPJxD8YCG6O,24.23.10,Music Compilation 2024,Channel_4133,13,2024-10-22T12:00:00.000Z,official|trending|music,65533,4081,108,593,https://i.ytimg.com/vi/RdO7BD61lyh/default.jpg,False,False,False,Auto-generated sample description for Music video.
PsW7hJLCeLX,24.26.01,Official Science & Technology Highlights,Channel_3262,8,2024-01-24T22:00:00.000Z,official|music|2024,7931,215,9,67,https://i.ytimg.com/vi/v9seya8zhGE/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
YAfJugyw9HJ,24.25.12,Why This News & Politics Video Went Viral,Channel_2800,12,2024-12-23T00:00:00.000Z,vlog|trending|2024,11739,899,55,102,https://i.ytimg.com/vi/hiJm0JjS2J_/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
UoYW7WscsZU,24.13.06,Top 10 Film & Animation Moments This Week,Channel_1557,14,2024-06-11T12:00:00.000Z,2024|vlog|trending,15733,986,132,198,https://i.ytimg.com/vi/TCwo6Sttpqv/default.jpg,False,True,False,Auto-generated sample description for Film & Animation video.
cKXtTjgpqmR,24.21.03,Top 10 Music Moments This Week,Channel_1302,13,2024-03-17T16:00:00.000Z,live|music|review,39385,2936,112,174,https://i.ytimg.com/vi/GcWmzUuP5nx/default.jpg,False,False,False,Auto-generated sample description for Music video.
jM-5ZHvHQe2,24.20.12,Behind the Scenes: Music,Channel_4878,13,2024-12-17T22:00:00.000Z,live|review|vlog,12711,501,123,42,https://i.ytimg.com/vi/7dPZ6Ly9xaq/default.jpg,False,False,False,Auto-generated sample description for Music video.
xfJRen6I5dV,24.16.02,Top 10 Howto & Style Moments This Week,Channel_896,1,2024-02-12T00:00:00.000Z,review|2024|live,1469,81,4,4,https://i.ytimg.com/vi/1tlpbvA_M8Y/default.jpg,False,False,False,Auto-generated sample description for Howto & Style video.
Qw6_rcQuaNU,24.16.03,Top 10 Howto & Style Moments This Week,Channel_1921,1,2024-03-14T06:00:00.000Z,live|trending|vlog,5625,182,33,70,https://i.ytimg.com/vi/5Hc1YtSNDdQ/default.jpg,False,False,False,Auto-generated sample description for Howto & Style video.
G31qzjdkNxn,24.16.07,Sports Compilation 2024,Channel_777,3,2024-07-14T03:00:00.000Z,review|music|live,44698,852,386,553,https://i.ytimg.com/vi/Z8gXKLel8wN/default.jpg,False,False,False,Auto-generated sample description for Sports video.
xSagXGEOsxC,24.01.02,Travel & Events Compilation 2024,Channel_602,2,2024-02-01T06:00:00.000Z,live|music|2024,1127,26,9,10,https://i.ytimg.com/vi/KvVWT0ZFx4s/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
LoIYSdEStab,24.07.03,Top 10 Education Moments This Week,Channel_1274,15,2024-03-04T10:00:00.000Z,official|vlog|review,4976,134,26,74,https://i.ytimg.com/vi/1gEU2mNJHla/default.jpg,False,False,False,Auto-generated sample description for Education video.
gGaOZBU1rlE,24.24.05,Music Compilation 2024,Channel_4705,13,2024-05-20T08:00:00.000Z,official|2024|music,41926,2338,52,283,https://i.ytimg.com/vi/dfHzXvrfaWV/default.jpg,False,False,False,Auto-generated sample description for Music video.
0g_sxw1d2ZT,24.16.07,Top 10 Music Moments This Week,Channel_935,13,2024-07-12T02:00:00.000Z,vlog|review|trending,22828,711,118,49,https://i.ytimg.com/vi/icI9sD67DS8/default.jpg,False,False,False,Auto-generated sample description for Music video.
UXzV0CSi8gW,24.24.05,Official Sports Highlights,Channel_962,3,2024-05-20T11:00:00.000Z,review|vlog|2024,25033,1166,159,161,https://i.ytimg.com/vi/VsQsKhpV-bO/default.jpg,False,False,False,Auto-generated sample description for Sports video.
3hjpoJmTsI0,24.19.10,Behind the Scenes: Education,Channel_762,15,2024-10-17T00:00:00.000Z,2024|music|trending,1426,63,8,12,https://i.ytimg.com/vi/wfn8-3DwDFS/default.jpg,True,False,False,Auto-generated sample description for Education video.
7IsCKzkg24H,24.06.06,Sports Compilation 2024,Channel_4353,3,2024-06-06T10:00:00.000Z,2024|trending|vlog,52873,2808,270,822,https://i.ytimg.com/vi/gEtZwYeHsB0/default.jpg,False,False,False,Auto-generated sample description for Sports video.
_ELYPej7ola,25.11.01,Top 10 Sports Moments This Week,Channel_3327,7,2025-01-10T04:00:00.000Z,2024|official|trending,1543,18,11,14,https://i.ytimg.com/vi/LjE-85yuN2g/default.jpg,False,False,False,Auto-generated sample description for Sports video.
XloXRjqKqbi,24.07.03,Official People & Blogs Highlights,Channel_1263,17,2024-03-05T11:00:00.000Z,vlog|official|review,9410,130,49,27,https://i.ytimg.com/vi/UvsnikuIRGC/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
pjR08ptitFr,25.21.01,Why This Music Video Went Viral,Channel_3269,13,2025-01-21T15:00:00.000Z,live|music|trending,162906,4722,521,531,https://i.ytimg.com/vi/38gg7qcNXEb/default.jpg,False,False,False,Auto-generated sample description for Music video.
ryKplyCry-_,24.28.02,Top 10 Sports Moments This Week,Channel_1073,3,2024-02-24T20:00:00.000Z,trending|review|music,7432,164,20,139,https://i.ytimg.com/vi/OO8j8qNEy9f/default.jpg,False,False,False,Auto-generated sample description for Sports video.
-bdDWkpBUFe,24.29.07,Reacting to Sports Trends,Channel_2728,3,2024-07-29T01:00:00.000Z,review|vlog|2024,23571,662,197,395,https://i.ytimg.com/vi/Na2xhnflUtM/default.jpg,False,False,False,Auto-generated sample description for Sports video.
SY8JIiYBfrV,24.21.09,Official Comedy Highlights,Channel_162,10,2024-09-18T13:00:00.000Z,live|official|2024,5275,119,28,90,https://i.ytimg.com/vi/pNwuzO92Ga3/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
7D_BKnZGPzw,25.09.01,Reacting to Music Trends,Channel_970,13,2025-01-06T02:00:00.000Z,live|2024|official,61875,2539,510,405,https://i.ytimg.com/vi/Fg0xpRoTXAK/default.jpg,False,False,False,Auto-generated sample description for Music video.
GnJ6xkId6e5,24.29.10,Reacting to Sports Trends,Channel_4672,7,2024-10-27T08:00:00.000Z,2024|official|live,13815,549,63,18,https://i.ytimg.com/vi/b2n6UUbH9XA/default.jpg,False,False,False,Auto-generated sample description for Sports video.
WwwHS1A4vbW,24.26.04,Reacting to Music Trends,Channel_3200,13,2024-04-22T05:00:00.000Z,review|2024|vlog,748345,37714,6427,2374,https://i.ytimg.com/vi/uRRlxokrihe/default.jpg,False,False,False,Auto-generated sample description for Music video.
M1ZpfNQTQzl,24.30.05,Comedy Compilation 2024,Channel_4115,10,2024-05-30T12:00:00.000Z,vlog|trending|music,5378,367,31,25,https://i.ytimg.com/vi/-NRREuJi-aM/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
EmRgKCJTa1O,24.13.07,Official Music Highlights,Channel_1157,13,2024-07-12T00:00:00.000Z,review|official|trending,45431,3172,163,624,https://i.ytimg.com/vi/sHCX1PhvXKP/default.jpg,False,False,False,Auto-generated sample description for Music video.
p6c4Ep6DTaO,24.26.01,Reacting to Music Trends,Channel_3820,13,2024-01-25T16:00:00.000Z,music|review|2024,65656,3988,283,271,https://i.ytimg.com/vi/zPyDxhAAXf0/default.jpg,False,False,False,Auto-generated sample description for Music video.
Ua0UW67AUhG,24.24.01,Top 10 People & Blogs Moments This Week,Channel_2861,17,2024-01-21T11:00:00.000Z,review|trending|official,5974,152,45,43,https://i.ytimg.com/vi/7zKlzrga_fY/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
AxZToVrMrur,24.10.08,Top 10 Gaming Moments This Week,Channel_329,5,2024-08-10T12:00:00.000Z,review|live|official,6592,513,31,81,https://i.ytimg.com/vi/mwKakVJpLM2/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
rtqRdVzRRWy,24.02.02,Official Sports Highlights,Channel_4733,3,2024-01-31T09:00:00.000Z,official|vlog|review,23311,1808,39,153,https://i.ytimg.com/vi/QiiHkbZjbqE/default.jpg,False,False,False,Auto-generated sample description for Sports video.
2kB2Rix1Xh9,24.01.11,Top 10 Education Moments This Week,Channel_3909,4,2024-10-30T18:00:00.000Z,review|live|2024,2447,106,19,11,https://i.ytimg.com/vi/PghewREfEGs/default.jpg,False,False,False,Auto-generated sample description for Education video.
nHU_1EqcHa4,24.24.02,Reacting to Gaming Trends,Channel_2071,5,2024-02-24T20:00:00.000Z,trending|music|live,30197,2281,119,44,https://i.ytimg.com/vi/Kvt9URKFZH-/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
7zWt1yX7S2U,24.19.05,Why This Comedy Video Went Viral,Channel_4969,10,2024-05-19T15:00:00.000Z,music|2024|review,1955,114,11,25,https://i.ytimg.com/vi/10-G5iyB-UV/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
GVL6jkFY8Pu,24.08.08,Why This Travel & Events Video Went Viral,Channel_2796,2,2024-08-06T04:00:00.000Z,review|music|trending,7696,143,37,25,https://i.ytimg.com/vi/okQLt8KXAbK/default.jpg,False,False,False,Auto-generated sample description for Travel & Events video.
gA46kugtwDk,24.10.10,People & Blogs Compilation 2024,Channel_2783,17,2024-10-09T09:00:00.000Z,music|review|live,68119,2779,556,455,https://i.ytimg.com/vi/BiMePTBmT9i/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
pmTbke440QO,25.28.01,Why This Comedy Video Went Viral,Channel_4405,18,2025-01-26T15:00:00.000Z,trending|2024|review,3090,96,23,13,https://i.ytimg.com/vi/lvD_atos8ko/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
QOs2wFDz2-q,24.09.08,Why This Music Video Went Viral,Channel_1971,13,2024-08-05T01:00:00.000Z,vlog|music|2024,224198,5634,1737,1296,https://i.ytimg.com/vi/lnbhrG5lc4-/default.jpg,False,False,False,Auto-generated sample description for Music video.
AD3dF7n7JTr,25.25.01,Why This Comedy Video Went Viral,Channel_4797,10,2025-01-22T12:00:00.000Z,vlog|official|music,339930,17307,3164,370,https://i.ytimg.com/vi/iiZPdYklsKZ/default.jpg,False,False,False,Auto-generated sample description for Comedy video.
9-qBaOa-sEn,24.19.10,Top 10 Music Moments This Week,Channel_678,13,2024-10-16T22:00:00.000Z,official|review|vlog,243928,16370,2162,1937,https://i.ytimg.com/vi/nIWILF7YaHM/default.jpg,False,False,False,Auto-generated sample description for Music video.
